iter	Logloss
181	0.4282682986
182	0.4275256713
183	0.4270574656
184	0.4265164256
185	0.4259191713
186	0.4255246431
187	0.4250047292
188	0.4244409547
189	0.4238789618
190	0.4230386995
191	0.4227213233
192	0.4222005021
193	0.4217168734
194	0.4212639618
195	0.420696185
196	0.4200758757
197	0.4197004074
198	0.4192627673
199	0.4189427074
200	0.4183476464
201	0.4176412743
202	0.4171461433
203	0.4166653703
204	0.4160715832
205	0.4154623837
206	0.4150603849
207	0.4142677116
208	0.413637953
209	0.4132410973
210	0.4129451147
211	0.4124689119
212	0.4118057885
213	0.411267307
214	0.4107794577
215	0.4102925905
216	0.4099304715
217	0.4095975908
218	0.4093937369
219	0.408958363
220	0.4083368205
221	0.4080123285
222	0.4076220001
223	0.4071313128
224	0.4066560972
225	0.4062386479
226	0.405642399
227	0.4053102627
228	0.4052656484
229	0.4048145145
230	0.4044096628
231	0.4039822118
232	0.4033177479
233	0.4029823415
234	0.4024613044
235	0.4018684577
236	0.4016225224
237	0.4010042654
238	0.4004008777
239	0.4000677997
240	0.3995404486
241	0.3992370726
242	0.3988412548
243	0.3985893537
244	0.3981496389
245	0.3975101352
246	0.3968926612
247	0.3963229935
248	0.3959757184
249	0.3955448956
250	0.3951488138
251	0.3947000635
252	0.3944920629
253	0.3941348004
254	0.3936019408
255	0.3931677084
256	0.3926279846
257	0.3920744386
258	0.3919517353
259	0.3913728868
260	0.3909078433
261	0.390632641
262	0.3902229988
263	0.3898288012
264	0.3895582369
265	0.3891553238
266	0.3887426372
267	0.3883984562
268	0.3880591004
269	0.3875977619
270	0.3872567323
271	0.3866638882
272	0.3862263015
273	0.3856625397
274	0.3852860923
275	0.3850210077
276	0.3845900902
277	0.3844014729
278	0.3841423194
279	0.3839298399
280	0.3836185629
281	0.3830691867
282	0.3827677181
283	0.3824222928
284	0.3820974761
285	0.3817679195
286	0.3814366155
287	0.3810906932
288	0.3806629154
289	0.3804202335
290	0.3802017386
291	0.3799451709
292	0.3797610513
293	0.3794154429
294	0.3790429245
295	0.3786305209
296	0.3782675555
297	0.3776793681
298	0.377371266
299	0.3769732969
300	0.3765279819
301	0.3761017483
302	0.37583222
303	0.3755573787
304	0.3750966984
305	0.3747146817
306	0.374482706
307	0.3740855395
308	0.3736131524
309	0.3731160858
310	0.3727960786
311	0.3723636006
312	0.3720671448
313	0.3717828047
314	0.3714884364
315	0.3711865274
316	0.3709028835
317	0.370500289
318	0.3702295152
319	0.3698539751
320	0.3696197094
321	0.369347548
322	0.3690446202
323	0.3688107073
324	0.3684814799
325	0.3680638048
326	0.3676734362
327	0.3676711139
328	0.3673594729
329	0.3670259386
330	0.3667363577
331	0.3663460538
332	0.3659808041
333	0.365718937
334	0.3653269445
335	0.3649206931
336	0.364521948
337	0.3642134511
338	0.3637552324
339	0.3635010967
340	0.3631948878
341	0.3628338049
342	0.3622864351
343	0.3619931645
344	0.361773733
345	0.3614992425
346	0.3612363644
347	0.3608157217
348	0.3602940684
349	0.3598324505
350	0.3594544725
351	0.3591871888
352	0.3588262908
353	0.3584714106
354	0.3581580074
355	0.3579355002
356	0.3577017119
357	0.3574237418
358	0.3572452046
359	0.3568761317
360	0.3567304385
361	0.3564562793
362	0.3561415837
363	0.3559144847
364	0.35563113
365	0.3552518763
366	0.3549594369
367	0.354654234
368	0.354179553
369	0.3539339862
370	0.3535216394
371	0.3531451274
372	0.3528314479
373	0.3525015196
374	0.3520276347
375	0.3516146119
376	0.3513901887
377	0.3511249621
378	0.3506076603
379	0.3503026214
380	0.3499283271
381	0.3497165374
382	0.3494801975
383	0.3491258578
384	0.3488337763
385	0.3484883345
386	0.3481676336
387	0.3479538044
388	0.3476917802
389	0.3472200482
390	0.3468475155
391	0.3466787292
392	0.3463501161
393	0.3459735723
394	0.3456491232
395	0.3454892254
396	0.3449745513
397	0.3447804529
398	0.3443987085
399	0.3440918442
400	0.3438463901
401	0.3434318574
402	0.3431481055
403	0.3428538926
404	0.3426133453
405	0.3422832965
406	0.3420235341
407	0.3417679661
408	0.3414920605
409	0.3414312341
410	0.3412187612
411	0.3408250151
412	0.3403328985
413	0.3398383295
414	0.339582148
415	0.3392566571
416	0.3391425114
417	0.3387526262
418	0.3384399599
419	0.3382156468
420	0.337850174
421	0.3375279719
422	0.3373409493
423	0.3373305322
424	0.3371060069
425	0.3367075974
426	0.3365037597
427	0.3360815665
428	0.3358685592
429	0.3355119661
430	0.3352791122
431	0.3350872484
432	0.3349198688
433	0.3345643697
434	0.3344517978
435	0.3341883846
436	0.3339453788
437	0.33375146
438	0.3334680317
439	0.3332313632
440	0.3330056099
441	0.3325319193
442	0.3323766627
443	0.3320978479
444	0.331697296
445	0.3314971093
446	0.3312476249
447	0.3310837984
448	0.3307513545
449	0.3305018633
450	0.3303224579
451	0.3300301762
452	0.3297397488
453	0.3295324121
454	0.3293235239
455	0.3289970861
456	0.3285897409
457	0.3281901548
458	0.3278866572
459	0.3275249796
460	0.3272387695
461	0.3269483883
462	0.3267158437
463	0.3263383548
464	0.3260377119
465	0.3256432228
466	0.3252938755
467	0.3248115178
468	0.3246505003
469	0.3245510822
470	0.3244675279
471	0.324345408
472	0.3240557397
473	0.3237218779
474	0.3233802192
475	0.3231069697
476	0.3227820639
477	0.3225116259
478	0.3222086852
479	0.3218310972
480	0.3214771374
481	0.3210803836
482	0.3208615134
483	0.320551898
484	0.3203522678
485	0.3201091863
486	0.3198120468
487	0.3193896336
488	0.3190467999
489	0.3187579171
490	0.3186219972
491	0.3184735017
492	0.3182513422
493	0.3179433953
494	0.3175846292
495	0.3171714882
496	0.3168955602
497	0.3166056986
498	0.3162736451
499	0.316141349
500	0.3158598233
501	0.3154803182
502	0.3150695963
503	0.314838254
504	0.3145508101
505	0.3142694305
506	0.3140348767
507	0.3137360547
508	0.3135619426
509	0.3132184761
510	0.3130949762
511	0.3127351487
512	0.3125105487
513	0.3120363735
514	0.3117349774
515	0.3115264199
516	0.3113030717
517	0.3111406295
518	0.3108270596
519	0.3105997714
520	0.3102642237
521	0.3099978291
522	0.3097356182
523	0.3093341315
524	0.3089592933
525	0.3086170801
526	0.3083760413
527	0.3082204108
528	0.3080201003
529	0.30784753
530	0.3076777036
531	0.3074503421
532	0.3071816613
533	0.3070247567
534	0.3067075968
535	0.3064792511
536	0.3063165651
537	0.3061032218
538	0.3059831098
539	0.305829423
540	0.3056690848
541	0.3054776367
542	0.3051215126
543	0.3049735533
544	0.3047718832
545	0.3045736175
546	0.3041018342
547	0.3037127793
548	0.3034428147
549	0.3031990518
550	0.302947765
551	0.302648775
552	0.3024470743
553	0.3022955144
554	0.30214136
555	0.301895598
556	0.3016908115
557	0.301392799
558	0.30121589
559	0.3010759431
560	0.3010055218
561	0.3007691815
562	0.3004978092
563	0.3003086456
564	0.3000327137
565	0.2997221194
566	0.2994816988
567	0.2992878747
568	0.2990365708
569	0.2987112708
570	0.2985743141
571	0.2983484598
572	0.2982557883
573	0.2980346442
574	0.2976420542
575	0.2974493081
576	0.2972325958
577	0.2970707489
578	0.2967406829
579	0.2964063914
580	0.2959880941
581	0.2957811628
582	0.2956343756
583	0.2953521001
584	0.2953357439
585	0.2952038984
586	0.2949265341
587	0.2945992893
588	0.2944338293
589	0.2941586593
590	0.293944725
591	0.2936495356
592	0.2933123646
593	0.2931014302
594	0.2928968748
595	0.2926851858
596	0.2925074202
597	0.2924161317
598	0.2923002559
599	0.2920449606
600	0.2916541473
601	0.2915019576
602	0.2911991524
603	0.2909007136
604	0.2905701751
605	0.2903911757
606	0.2901629984
607	0.2900866879
608	0.2897735351
609	0.2894030399
610	0.2892041235
611	0.2890729977
612	0.2888360878
613	0.2886733693
614	0.2885496247
615	0.2883460672
616	0.2881123029
617	0.2878989566
618	0.2876786185
619	0.2874107676
620	0.287238627
621	0.2870142295
622	0.2867437118
623	0.2863138528
624	0.286113066
625	0.2857966306
626	0.2856022282
627	0.2853587402
628	0.2852255249
629	0.2850310982
630	0.2847325918
631	0.2844836726
632	0.2842641756
633	0.2840501097
634	0.2837547105
635	0.2834207958
636	0.2832135062
637	0.282893108
638	0.2826840343
639	0.282430439
640	0.2821273886
641	0.2819605893
642	0.2816665692
643	0.2814940862
644	0.2812392527
645	0.2810566522
646	0.2807447478
647	0.2805597709
648	0.2803739579
649	0.2800739588
650	0.2798880953
651	0.2796975158
652	0.2795426685
653	0.2793477325
654	0.2791944822
655	0.2790307508
656	0.2788019481
657	0.2785428595
658	0.2784403643
659	0.2782628784
660	0.2781695329
661	0.2779064951
662	0.2777547729
663	0.277665517
664	0.2774013997
665	0.2771889872
666	0.2770565639
667	0.2768344355
668	0.2765802308
669	0.2763391367
670	0.2761047479
671	0.2758424874
672	0.275557703
673	0.2754974734
674	0.2753712199
675	0.2751651563
676	0.2748910774
677	0.2746931555
678	0.2744408805
679	0.2742487729
680	0.2741005494
681	0.273883501
682	0.2736611119
683	0.2734426855
684	0.273222731
685	0.2730193658
686	0.2728334473
687	0.2726145757
688	0.2724478808
689	0.2722971216
690	0.2721542511
691	0.2720630048
692	0.2719177335
693	0.2717490556
694	0.271640932
695	0.2713902487
696	0.271219304
697	0.2711027931
698	0.2708574381
699	0.2707304731
700	0.2704946606
701	0.2703715177
702	0.2702058367
703	0.2700566342
704	0.2697598065
705	0.2695594329
706	0.2694109822
707	0.2692803739
708	0.2691078895
709	0.2690001515
710	0.2686847388
711	0.2684901431
712	0.2682811335
713	0.2680294446
714	0.2678738155
715	0.2676975208
716	0.2676012963
717	0.267396503
718	0.2670853522
719	0.2667232031
720	0.2664970973
721	0.2663380998
722	0.2661275844
723	0.2659094266
724	0.2657360496
725	0.2654107389
726	0.2651285606
727	0.2649334696
728	0.2646829169
729	0.2645685614
730	0.2643417312
731	0.2641432421
732	0.2640368812
733	0.2638795716
734	0.2636824956
735	0.2634199593
736	0.2632419223
737	0.2631815771
738	0.2631479494
739	0.262894343
740	0.2626986829
741	0.2624936303
742	0.2623074817
743	0.2622104585
744	0.2619127008
745	0.2616913047
746	0.2615205416
747	0.261337878
748	0.2611123374
749	0.2609072882
750	0.2607122871
751	0.2605669047
752	0.2603453143
753	0.2602332459
754	0.2601249738
755	0.2598032029
756	0.2596597739
757	0.2594621376
758	0.2594121085
759	0.2592920354
760	0.258950401
761	0.2588546733
762	0.2586609429
763	0.2584224796
764	0.2581918526
765	0.2579690172
766	0.2577555136
767	0.2575121547
768	0.2572064754
769	0.2570018448
770	0.2567992531
771	0.2567314024
772	0.2565708486
773	0.256439091
774	0.2562053951
775	0.2560051517
776	0.2557607338
777	0.2555085035
778	0.2553528079
779	0.2551120614
780	0.2547598842
781	0.254658717
782	0.2544595117
783	0.2543067053
784	0.2540516484
785	0.2539433399
786	0.2537518762
787	0.2536323338
788	0.2534140953
789	0.2530782014
790	0.2529993548
791	0.2528771514
792	0.2527286084
793	0.2524833291
794	0.2522612016
795	0.2521116025
796	0.2519719829
797	0.2517638017
798	0.2516733464
799	0.2515231553
800	0.2512862745
801	0.2512074274
802	0.2511193189
803	0.2509264276
804	0.2507589262
805	0.2506378207
806	0.2505270881
807	0.2503904903
808	0.250138274
809	0.2500620874
810	0.2498803246
811	0.2495630526
812	0.2493847825
813	0.2490897907
814	0.2487976192
815	0.2485526613
816	0.2482261964
817	0.2480782006
818	0.2478848519
819	0.2476876146
820	0.2473445725
821	0.2470982094
822	0.2468359767
823	0.246599024
824	0.2463715494
825	0.24617585
826	0.2460219617
827	0.245827991
828	0.2455918133
829	0.2453670254
830	0.2453225669
831	0.2451469748
832	0.2449254485
833	0.2447390386
834	0.2446254611
835	0.2445017743
836	0.2444263782
837	0.2442544356
838	0.2441605118
839	0.2438471711
840	0.2436047853
841	0.2433265227
842	0.2430146197
843	0.2428930825
844	0.2426949271
845	0.2423970355
846	0.2422029389
847	0.2420738462
848	0.2418894593
849	0.2417556579
850	0.2416076995
851	0.2414152161
852	0.2411278591
853	0.2409487829
854	0.2407450992
855	0.2405693818
856	0.2403933701
857	0.2401462038
858	0.2399849833
859	0.2397756038
860	0.2396296343
861	0.2393999119
862	0.2393026493
863	0.2390903451
864	0.2389074086
865	0.2386897319
866	0.2385994873
867	0.2382505542
868	0.2380185263
869	0.2377596945
870	0.2375097688
871	0.2373380307
872	0.2372059312
873	0.2369404179
874	0.2368319845
875	0.236671708
876	0.2364895917
877	0.2362916858
878	0.2360326889
879	0.2358083327
880	0.2356261372
881	0.2355293101
882	0.2353266878
883	0.235112265
884	0.234959279
885	0.2347778852
886	0.2345118853
887	0.234339294
888	0.2341876355
889	0.2339255523
890	0.2337816432
891	0.2336723761
892	0.2335698338
893	0.2334470948
894	0.2332469703
895	0.2331034627
896	0.2329580599
897	0.2326904169
898	0.2324822842
899	0.2322407667
900	0.2321043733
901	0.2318829364
902	0.2317034829
903	0.2313961808
904	0.2311391073
905	0.2310489385
906	0.2308713054
907	0.2306404599
908	0.2304981163
909	0.2303949961
910	0.2303249783
911	0.2301640846
912	0.2299277578
913	0.2296323922
914	0.2294936656
915	0.2294092853
916	0.2291719093
917	0.2289141147
918	0.2288574463
919	0.2287048361
920	0.2284204309
921	0.2282567311
922	0.2281092942
923	0.227900979
924	0.2277368169
925	0.2276081019
926	0.2274232751
927	0.2272935079
928	0.2271404776
929	0.2269149744
930	0.2268298721
931	0.2266643606
932	0.2265524413
933	0.226439374
934	0.2263628922
935	0.2262325593
936	0.2260924133
937	0.2258803762
938	0.2257839492
939	0.2255608594
940	0.225418119
941	0.2252415499
942	0.2250836619
943	0.2249737762
944	0.2248341246
945	0.2246277031
946	0.2244167148
947	0.2242767592
948	0.2241205261
949	0.2239350253
950	0.2238729301
951	0.2236762867
952	0.223487281
953	0.2233760493
954	0.2231311109
955	0.2229807974
956	0.2228162735
957	0.2226978237
958	0.2224441803
959	0.2222416488
960	0.2220535744
961	0.2219472791
962	0.2218940166
963	0.2217088547
964	0.221656287
965	0.221406721
966	0.2211864359
967	0.2211173678
968	0.220860406
969	0.2206786572
970	0.2204826262
971	0.2203586131
972	0.2201873202
973	0.2199277601
974	0.2197350018
975	0.2194209497
976	0.2192367313
977	0.2190139197
978	0.218853227
979	0.2186577699
980	0.21845734
981	0.2182804324
982	0.2180636837
983	0.2179406253
984	0.2178428294
985	0.217766217
986	0.2175377731
987	0.2174551414
988	0.2172511309
989	0.2170879273
990	0.2169896187
991	0.216857747
992	0.2167427894
993	0.2166145848
994	0.216447417
995	0.2162723352
996	0.2161744758
997	0.2159634268
998	0.2158030473
999	0.2156482729
